CustomerID,Age,Gender,MaritalStatus,AnnualIncome,RiskTolerance,PreferredInvestment,PortfolioDiversification,RetirementAge,SavingsGoal,InvestmentStrategy,MonthlySavings,SavingFrequency,SavingInstruments,TransactionID,TransactionDate,TransactionAmount,TransactionType
201,51,Male,Married,37217,Low,Stocks,High,69,711155,Aggressive,3556,Annually,Stocks,201,2023-07-20,3656.16,Debit
202,53,Female,Divorced,147292,High,Bonds,High,58,643656,Conservative,782,Quarterly,Bank Deposit,202,2023-07-21,3647.31,Debit
203,51,Male,Divorced,103717,Low,Stocks,High,66,1948005,Aggressive,3787,Quarterly,Bank Deposit,203,2023-07-22,6963.76,Credit
204,19,Male,Divorced,54892,High,Bonds,Low,63,427112,Balanced,4591,Monthly,Bank Deposit,204,2023-07-23,8987.43,Debit
205,28,Female,Single,82383,Medium,Bonds,Medium,63,1086957,Balanced,4925,Quarterly,Real Estate,205,2023-07-24,491.09,Debit
206,43,Male,Divorced,35726,High,Stocks,Medium,58,730791,Conservative,1747,Annually,Bonds,206,2023-07-25,153.56,Debit
207,61,Female,Divorced,103823,Medium,Real Estate,High,66,1459418,Aggressive,897,Quarterly,Stocks,207,2023-07-26,7820.79,Debit
208,57,Male,Divorced,140354,High,Real Estate,Medium,56,1337933,Conservative,4309,Monthly,Bank Deposit,208,2023-07-27,1298.82,Credit
209,51,Female,Single,112683,Medium,Stocks,Low,58,1476140,Aggressive,933,Annually,Bonds,209,2023-07-28,1667.39,Credit
210,50,Male,Single,67778,High,Real Estate,High,59,773129,Conservative,3172,Annually,Bonds,210,2023-07-29,7972.69,Debit
211,49,Female,Divorced,83625,Medium,Mutual Funds,Low,57,306964,Aggressive,3750,Quarterly,Bank Deposit,211,2023-07-30,7396.83,Debit
212,55,Female,Married,119119,Low,Mutual Funds,High,65,1128811,Conservative,1206,Quarterly,Bank Deposit,212,2023-07-31,7230.15,Credit
213,68,Male,Divorced,79479,High,Real Estate,Low,66,385490,Balanced,4427,Annually,Bonds,213,2023-08-01,5286.65,Credit
214,65,Male,Divorced,110834,Low,Real Estate,Medium,55,1653393,Aggressive,2055,Quarterly,Stocks,214,2023-08-02,6221.38,Credit
215,54,Female,Married,54047,Low,Stocks,Medium,68,1806452,Balanced,4939,Quarterly,Stocks,215,2023-08-03,8699.98,Debit
216,54,Male,Divorced,88154,Medium,Bonds,Medium,63,620195,Balanced,1716,Quarterly,Stocks,216,2023-08-04,5590.18,Debit
217,64,Male,Single,58299,High,Stocks,Medium,57,1775484,Conservative,577,Annually,Bonds,217,2023-08-05,8203.53,Credit
218,41,Female,Divorced,68951,Medium,Bonds,Low,58,582939,Balanced,3961,Monthly,Stocks,218,2023-08-06,2501.5,Credit
219,42,Female,Divorced,120027,Low,Bonds,High,61,901949,Conservative,1678,Quarterly,Real Estate,219,2023-08-07,6236.12,Credit
220,57,Female,Single,87399,High,Mutual Funds,Medium,69,1976079,Aggressive,2029,Monthly,Real Estate,220,2023-08-08,9736.33,Debit
221,27,Female,Single,120475,Low,Bonds,Medium,66,1136564,Aggressive,728,Annually,Real Estate,221,2023-08-09,5718.25,Credit
222,45,Female,Single,45729,Medium,Mutual Funds,High,62,1783356,Aggressive,1336,Quarterly,Real Estate,222,2023-08-10,7463.87,Debit
223,25,Male,Divorced,132396,High,Stocks,Low,63,1473924,Conservative,1583,Quarterly,Stocks,223,2023-08-11,2260.08,Credit
224,47,Male,Married,56183,High,Bonds,Medium,66,293499,Conservative,3961,Quarterly,Real Estate,224,2023-08-12,2479.87,Debit
225,41,Male,Divorced,125538,Low,Real Estate,Low,56,967599,Conservative,1177,Annually,Bank Deposit,225,2023-08-13,8919.84,Debit
226,56,Female,Married,149822,Medium,Mutual Funds,Low,60,1769787,Balanced,2136,Monthly,Real Estate,226,2023-08-14,5508.15,Debit
227,46,Male,Divorced,80976,High,Bonds,Low,65,1665503,Aggressive,2704,Monthly,Bonds,227,2023-08-15,1694.46,Credit
228,29,Female,Single,48966,Low,Real Estate,Medium,69,1742329,Conservative,2880,Annually,Bonds,228,2023-08-16,214.06,Credit
229,29,Male,Single,70637,High,Real Estate,High,67,1674086,Conservative,3401,Quarterly,Stocks,229,2023-08-17,7650.54,Debit
230,38,Female,Single,89781,Medium,Stocks,Medium,56,1554784,Balanced,2906,Quarterly,Bank Deposit,230,2023-08-18,1499.61,Credit
231,30,Female,Single,67429,High,Mutual Funds,Medium,65,801986,Balanced,3430,Quarterly,Real Estate,231,2023-08-19,1606.02,Credit
232,27,Female,Single,34425,Low,Mutual Funds,Low,64,1213799,Balanced,4609,Quarterly,Stocks,232,2023-08-20,9737.13,Credit
233,66,Female,Divorced,34029,Medium,Mutual Funds,Low,55,629976,Aggressive,4476,Monthly,Bank Deposit,233,2023-08-21,6629.97,Credit
234,37,Female,Married,50867,High,Stocks,High,59,1293442,Conservative,1092,Annually,Real Estate,234,2023-08-22,5648.08,Debit
235,34,Male,Divorced,145702,Medium,Bonds,Medium,67,446474,Conservative,1671,Monthly,Real Estate,235,2023-08-23,8691.87,Credit
236,32,Female,Divorced,135508,High,Bonds,Medium,58,679391,Balanced,2176,Monthly,Real Estate,236,2023-08-24,2620.68,Debit
237,54,Male,Divorced,77792,High,Bonds,Medium,63,1079909,Conservative,1256,Monthly,Stocks,237,2023-08-25,3796.83,Credit
238,18,Female,Single,134378,High,Real Estate,Medium,55,1899100,Conservative,1527,Annually,Bonds,238,2023-08-26,4835.02,Credit
239,41,Female,Married,92524,Low,Real Estate,Low,69,217735,Conservative,4568,Monthly,Real Estate,239,2023-08-27,811.19,Credit
240,50,Male,Married,145347,High,Real Estate,Low,66,1951093,Balanced,2335,Quarterly,Stocks,240,2023-08-28,2285.19,Credit
241,30,Female,Single,48747,Medium,Real Estate,Low,59,461432,Conservative,2470,Annually,Bank Deposit,241,2023-08-29,192.24,Debit
242,61,Male,Single,112924,High,Bonds,High,62,1774317,Conservative,3093,Quarterly,Stocks,242,2023-08-30,6775.76,Debit
243,25,Female,Single,54913,Medium,Real Estate,High,57,720369,Conservative,4765,Monthly,Real Estate,243,2023-08-31,9136.09,Credit
244,43,Female,Single,114640,Low,Bonds,High,64,431345,Aggressive,2217,Monthly,Bank Deposit,244,2023-09-01,4329.41,Credit
245,32,Female,Married,32715,Medium,Stocks,Low,60,761464,Balanced,4618,Annually,Real Estate,245,2023-09-02,468.56,Debit
246,52,Male,Single,96796,Medium,Stocks,Low,60,1093529,Balanced,1509,Quarterly,Bank Deposit,246,2023-09-03,3333.29,Credit
247,21,Male,Divorced,138708,Low,Real Estate,High,62,1880801,Balanced,3008,Quarterly,Bonds,247,2023-09-04,4415.69,Credit
248,18,Female,Married,116092,High,Mutual Funds,Medium,56,1283380,Balanced,1566,Quarterly,Bonds,248,2023-09-05,3218.08,Debit
249,57,Male,Single,97283,High,Real Estate,Medium,59,1505818,Aggressive,970,Annually,Stocks,249,2023-09-06,8685.16,Debit
250,59,Female,Divorced,113418,Medium,Bonds,High,61,495962,Balanced,4891,Monthly,Stocks,250,2023-09-07,8055.8,Credit
251,52,Female,Divorced,82340,Medium,Bonds,Medium,68,1828845,Aggressive,2832,Quarterly,Bank Deposit,251,2023-09-08,506.88,Debit
252,43,Male,Married,68376,Medium,Mutual Funds,Medium,56,735273,Aggressive,2967,Annually,Real Estate,252,2023-09-09,6406.12,Credit
253,49,Female,Married,105213,Low,Stocks,Medium,55,171020,Balanced,3928,Quarterly,Real Estate,253,2023-09-10,7208.91,Credit
254,23,Male,Married,93430,Low,Stocks,Medium,57,228438,Aggressive,1636,Monthly,Stocks,254,2023-09-11,8343.44,Debit
255,56,Female,Single,38046,High,Stocks,Low,61,442976,Conservative,1560,Quarterly,Stocks,255,2023-09-12,9922.21,Credit
256,54,Male,Married,78163,Low,Bonds,Medium,56,610656,Conservative,2048,Quarterly,Real Estate,256,2023-09-13,9333.63,Debit
257,52,Female,Married,73875,Low,Stocks,Medium,69,885800,Balanced,4176,Quarterly,Bonds,257,2023-09-14,2397.89,Credit
258,21,Female,Divorced,106731,Low,Mutual Funds,Low,68,1538141,Conservative,2581,Quarterly,Bonds,258,2023-09-15,7854.5,Credit
259,65,Female,Married,109510,Low,Mutual Funds,High,66,975246,Balanced,2762,Annually,Bonds,259,2023-09-16,4362.75,Credit
260,46,Male,Divorced,106638,High,Real Estate,High,59,1173631,Balanced,938,Monthly,Real Estate,260,2023-09-17,2327.99,Debit
261,28,Female,Single,93190,High,Stocks,High,56,830427,Balanced,3994,Quarterly,Bonds,261,2023-09-18,8319.97,Debit
262,64,Male,Divorced,56720,High,Stocks,High,57,444165,Balanced,2254,Quarterly,Bank Deposit,262,2023-09-19,3746.38,Credit
263,60,Female,Single,87249,Low,Stocks,Low,56,784462,Balanced,4430,Annually,Stocks,263,2023-09-20,1513.96,Credit
264,45,Male,Single,38639,Low,Bonds,Medium,62,1778046,Conservative,2179,Annually,Bank Deposit,264,2023-09-21,935.0,Debit
265,69,Female,Divorced,115552,Low,Stocks,Medium,69,284787,Balanced,655,Quarterly,Bank Deposit,265,2023-09-22,8512.82,Credit
266,21,Female,Single,140068,Medium,Stocks,Low,57,1427441,Conservative,2393,Monthly,Stocks,266,2023-09-23,7313.33,Credit
267,44,Male,Single,105974,Medium,Stocks,High,60,409462,Balanced,4778,Quarterly,Bonds,267,2023-09-24,530.79,Credit
268,24,Male,Divorced,73090,Medium,Stocks,Medium,65,1615913,Balanced,4897,Annually,Stocks,268,2023-09-25,2142.84,Debit
269,53,Male,Single,101676,Medium,Bonds,Medium,67,1070847,Aggressive,3621,Quarterly,Stocks,269,2023-09-26,7409.59,Debit
270,56,Female,Married,104688,Medium,Real Estate,Medium,63,1591986,Balanced,4511,Annually,Stocks,270,2023-09-27,4374.55,Credit
271,48,Male,Single,100942,Medium,Bonds,High,57,1242865,Aggressive,4712,Annually,Bonds,271,2023-09-28,3292.62,Credit
272,23,Female,Divorced,127989,Medium,Real Estate,High,57,539650,Aggressive,4986,Quarterly,Bank Deposit,272,2023-09-29,8800.7,Credit
273,30,Female,Divorced,77230,Medium,Mutual Funds,Medium,60,1469163,Aggressive,3079,Quarterly,Stocks,273,2023-09-30,2529.36,Debit
274,65,Male,Married,79142,Low,Real Estate,High,60,1927484,Aggressive,2233,Annually,Real Estate,274,2023-10-01,9191.05,Credit
275,50,Female,Divorced,65921,High,Bonds,High,62,803076,Aggressive,2508,Monthly,Stocks,275,2023-10-02,7157.93,Credit
276,56,Male,Single,95588,High,Mutual Funds,High,69,1000213,Aggressive,4957,Quarterly,Real Estate,276,2023-10-03,6270.18,Debit
277,34,Female,Divorced,44007,High,Stocks,Low,55,881247,Balanced,1541,Quarterly,Real Estate,277,2023-10-04,2459.73,Credit
278,68,Male,Divorced,55169,High,Real Estate,Low,61,957272,Balanced,4027,Quarterly,Bonds,278,2023-10-05,8703.81,Credit
279,55,Male,Single,40015,High,Real Estate,Low,57,1639173,Conservative,581,Quarterly,Bank Deposit,279,2023-10-06,2503.19,Debit
280,55,Female,Divorced,54460,High,Real Estate,Medium,56,468834,Aggressive,2370,Monthly,Bank Deposit,280,2023-10-07,3254.87,Debit
281,32,Male,Married,90775,Medium,Bonds,Medium,62,818432,Aggressive,1029,Annually,Bonds,281,2023-10-08,8790.35,Debit
282,28,Female,Single,57928,High,Stocks,Medium,62,1786653,Aggressive,1218,Monthly,Bonds,282,2023-10-09,4064.9,Credit
283,24,Female,Married,137276,High,Mutual Funds,Low,62,260217,Balanced,2193,Monthly,Bonds,283,2023-10-10,8296.09,Debit
284,50,Male,Single,75768,High,Mutual Funds,Low,69,1225925,Conservative,918,Annually,Bonds,284,2023-10-11,9548.75,Debit
285,22,Female,Divorced,135563,Medium,Mutual Funds,Low,60,1575826,Aggressive,2540,Annually,Bonds,285,2023-10-12,7395.64,Credit
286,20,Male,Single,106758,High,Real Estate,High,55,634474,Aggressive,3782,Annually,Bank Deposit,286,2023-10-13,1619.2,Credit
287,55,Female,Single,56918,High,Stocks,Medium,58,1854901,Aggressive,1857,Annually,Bonds,287,2023-10-14,7368.33,Credit
288,27,Male,Single,143833,High,Stocks,Low,56,1689861,Aggressive,2591,Monthly,Bank Deposit,288,2023-10-15,3235.68,Credit
289,21,Male,Single,96707,Low,Stocks,High,58,1173364,Balanced,570,Annually,Bonds,289,2023-10-16,6924.99,Debit
290,25,Male,Divorced,50645,High,Stocks,Medium,63,239151,Conservative,2828,Monthly,Stocks,290,2023-10-17,1863.94,Credit
291,27,Male,Single,126899,High,Mutual Funds,Medium,59,1334350,Aggressive,3017,Quarterly,Bank Deposit,291,2023-10-18,4144.1,Credit
292,46,Male,Divorced,136063,High,Mutual Funds,Medium,58,363837,Conservative,2581,Monthly,Bonds,292,2023-10-19,5649.88,Credit
293,58,Male,Married,116277,High,Real Estate,High,60,1332036,Aggressive,1720,Quarterly,Bonds,293,2023-10-20,1781.28,Credit
294,39,Male,Married,110029,Medium,Mutual Funds,Low,55,1450223,Balanced,1293,Annually,Bonds,294,2023-10-21,3768.23,Credit
295,29,Male,Divorced,132438,High,Bonds,High,69,1284107,Balanced,601,Monthly,Real Estate,295,2023-10-22,9916.94,Credit
296,63,Female,Divorced,68295,Low,Mutual Funds,Medium,68,508856,Aggressive,1006,Annually,Bonds,296,2023-10-23,7233.87,Credit
297,38,Female,Married,51077,High,Real Estate,Low,56,1218116,Balanced,3594,Monthly,Bank Deposit,297,2023-10-24,2013.77,Debit
298,21,Male,Married,38497,Low,Real Estate,Medium,58,1732387,Conservative,3196,Monthly,Bonds,298,2023-10-25,4479.14,Credit
299,34,Female,Married,133870,Medium,Bonds,High,59,922845,Conservative,1185,Monthly,Real Estate,299,2023-10-26,3107.64,Credit
300,55,Male,Single,34240,Low,Real Estate,High,60,1809674,Balanced,1564,Annually,Stocks,300,2023-10-27,4040.18,Debit
301,66,Female,Married,64872,Medium,Stocks,Low,59,993781,Conservative,2525,Quarterly,Stocks,301,2023-10-28,2932.52,Debit
302,67,Male,Single,94283,Low,Stocks,Low,57,498231,Balanced,770,Monthly,Bonds,302,2023-10-29,9324.03,Debit
303,66,Male,Divorced,56680,Low,Mutual Funds,High,59,1476048,Conservative,1225,Monthly,Stocks,303,2023-10-30,165.33,Debit
304,20,Male,Divorced,148355,High,Stocks,High,57,1772557,Conservative,706,Monthly,Bank Deposit,304,2023-10-31,4355.86,Credit
305,19,Female,Married,41950,Medium,Mutual Funds,High,66,1991887,Balanced,2784,Quarterly,Bank Deposit,305,2023-11-01,5900.48,Debit
306,28,Male,Divorced,52259,Medium,Bonds,High,64,219773,Balanced,4082,Monthly,Bank Deposit,306,2023-11-02,8555.4,Debit
307,53,Female,Married,95242,High,Stocks,Medium,55,1167627,Conservative,2204,Quarterly,Real Estate,307,2023-11-03,6086.36,Debit
308,29,Male,Single,58277,Medium,Mutual Funds,Medium,69,358350,Balanced,2518,Annually,Real Estate,308,2023-11-04,9847.4,Credit
309,61,Female,Single,87260,Low,Stocks,Low,63,510426,Balanced,2603,Monthly,Bonds,309,2023-11-05,6652.41,Credit
310,49,Female,Married,96245,Low,Real Estate,High,67,618942,Balanced,2204,Monthly,Stocks,310,2023-11-06,4944.52,Debit
311,44,Male,Single,104318,High,Real Estate,Low,60,438842,Conservative,2304,Annually,Bonds,311,2023-11-07,7835.16,Credit
312,47,Male,Single,135011,Low,Bonds,High,65,279092,Aggressive,4303,Monthly,Bonds,312,2023-11-08,4741.87,Debit
313,29,Female,Divorced,47104,Medium,Mutual Funds,Medium,60,1373162,Balanced,3758,Annually,Bank Deposit,313,2023-11-09,2429.28,Debit
314,27,Female,Single,48825,Low,Real Estate,Medium,60,926693,Balanced,2287,Quarterly,Bank Deposit,314,2023-11-10,9611.09,Debit
315,21,Male,Married,33674,High,Mutual Funds,Low,56,532079,Conservative,3684,Quarterly,Bonds,315,2023-11-11,3776.88,Debit
316,32,Male,Divorced,96447,Medium,Real Estate,Low,66,1927460,Aggressive,4653,Quarterly,Stocks,316,2023-11-12,347.37,Debit
317,19,Female,Married,131824,High,Real Estate,High,64,670211,Balanced,3403,Annually,Bonds,317,2023-11-13,6355.25,Credit
318,66,Male,Married,39701,Medium,Mutual Funds,Medium,58,242757,Aggressive,1634,Quarterly,Stocks,318,2023-11-14,8705.26,Debit
319,45,Female,Married,64496,Low,Mutual Funds,Medium,56,1754478,Conservative,1432,Quarterly,Real Estate,319,2023-11-15,9697.19,Credit
320,29,Female,Married,78546,Low,Mutual Funds,Medium,59,632060,Balanced,955,Annually,Stocks,320,2023-11-16,8463.45,Debit
321,26,Male,Divorced,32038,Low,Stocks,Low,55,1394425,Aggressive,3338,Monthly,Bank Deposit,321,2023-11-17,3326.32,Debit
322,39,Male,Divorced,101653,Medium,Mutual Funds,Medium,63,787830,Balanced,2103,Monthly,Real Estate,322,2023-11-18,2853.98,Debit
323,64,Male,Single,74202,Medium,Mutual Funds,Medium,56,143768,Balanced,2003,Quarterly,Bonds,323,2023-11-19,6468.68,Debit
324,57,Female,Married,138293,Medium,Real Estate,Low,67,131333,Aggressive,2158,Annually,Real Estate,324,2023-11-20,7032.57,Credit
325,45,Female,Single,46718,Medium,Bonds,Low,68,196710,Conservative,842,Monthly,Real Estate,325,2023-11-21,2458.51,Debit
326,58,Male,Single,49634,Low,Stocks,High,55,651569,Balanced,3485,Annually,Bonds,326,2023-11-22,1762.26,Credit
327,57,Male,Single,128411,Low,Real Estate,Low,61,1206060,Conservative,4874,Monthly,Bank Deposit,327,2023-11-23,911.39,Credit
328,60,Male,Married,106194,Medium,Stocks,Medium,59,168451,Balanced,4091,Quarterly,Stocks,328,2023-11-24,6034.08,Debit
329,34,Female,Divorced,42639,Medium,Stocks,High,64,1890292,Balanced,4549,Annually,Stocks,329,2023-11-25,5030.06,Credit
330,25,Male,Married,97304,Medium,Mutual Funds,Medium,67,583931,Conservative,2471,Monthly,Bank Deposit,330,2023-11-26,1310.63,Debit
331,65,Male,Single,45619,Low,Real Estate,Low,62,1101599,Balanced,2048,Annually,Stocks,331,2023-11-27,3460.76,Debit
332,58,Female,Divorced,134006,Low,Mutual Funds,Low,68,1436385,Aggressive,2893,Quarterly,Bank Deposit,332,2023-11-28,6453.02,Credit
333,44,Female,Married,120514,Low,Mutual Funds,Medium,64,1199826,Balanced,2207,Annually,Bank Deposit,333,2023-11-29,9247.37,Debit
334,38,Male,Single,125282,Low,Mutual Funds,High,56,1775340,Aggressive,3100,Quarterly,Bank Deposit,334,2023-11-30,8414.49,Credit
335,25,Male,Single,116106,Low,Stocks,Low,55,1413212,Conservative,2840,Quarterly,Real Estate,335,2023-12-01,5797.39,Credit
336,67,Male,Divorced,91912,Low,Real Estate,High,67,461513,Balanced,947,Monthly,Bank Deposit,336,2023-12-02,5733.77,Credit
337,30,Male,Divorced,95828,Low,Mutual Funds,High,65,1605816,Conservative,1340,Quarterly,Stocks,337,2023-12-03,6264.98,Debit
338,35,Male,Single,68496,High,Mutual Funds,High,56,669979,Aggressive,1575,Quarterly,Bank Deposit,338,2023-12-04,6719.67,Debit
339,67,Male,Divorced,83281,Medium,Bonds,High,67,1136959,Balanced,2802,Annually,Stocks,339,2023-12-05,6149.08,Debit
340,65,Female,Married,89257,Medium,Stocks,High,69,680583,Balanced,1034,Annually,Stocks,340,2023-12-06,7747.95,Credit
341,20,Male,Married,114782,Medium,Mutual Funds,Medium,60,948258,Conservative,4317,Monthly,Bonds,341,2023-12-07,3217.45,Debit
342,49,Female,Divorced,47045,High,Mutual Funds,Low,63,604394,Aggressive,4139,Annually,Real Estate,342,2023-12-08,7331.8,Credit
343,21,Female,Married,110435,High,Real Estate,Medium,62,671659,Balanced,2622,Annually,Real Estate,343,2023-12-09,5311.34,Debit
344,61,Female,Single,143835,Low,Bonds,High,60,1653753,Conservative,4561,Monthly,Bonds,344,2023-12-10,2958.2,Credit
345,37,Female,Single,115834,High,Bonds,Low,57,122692,Conservative,2363,Quarterly,Bonds,345,2023-12-11,2039.54,Debit
346,31,Male,Married,78944,High,Real Estate,Low,63,1068926,Balanced,1168,Quarterly,Bank Deposit,346,2023-12-12,799.2,Credit
347,47,Female,Divorced,147697,High,Bonds,Low,55,1584177,Aggressive,1304,Annually,Bank Deposit,347,2023-12-13,9688.87,Credit
348,47,Male,Married,40899,Medium,Mutual Funds,High,58,1393986,Balanced,4769,Annually,Stocks,348,2023-12-14,8832.75,Credit
349,64,Male,Single,45073,Low,Mutual Funds,High,59,1431135,Conservative,2670,Monthly,Bank Deposit,349,2023-12-15,8676.38,Debit
350,69,Male,Single,40263,Low,Real Estate,Medium,64,1563559,Aggressive,876,Annually,Stocks,350,2023-12-16,9022.5,Credit
351,62,Female,Divorced,79456,Low,Mutual Funds,Medium,62,1857838,Aggressive,677,Annually,Real Estate,351,2023-12-17,4560.17,Debit
352,34,Female,Married,44453,High,Stocks,Low,62,472353,Conservative,4851,Monthly,Stocks,352,2023-12-18,629.9,Credit
353,28,Female,Divorced,95275,High,Mutual Funds,Medium,58,156093,Balanced,1615,Monthly,Bonds,353,2023-12-19,8022.59,Credit
354,68,Female,Married,86571,Low,Bonds,Low,67,475452,Conservative,1552,Quarterly,Bonds,354,2023-12-20,6639.4,Debit
355,27,Male,Single,137077,Low,Mutual Funds,High,69,895432,Balanced,1001,Annually,Bank Deposit,355,2023-12-21,2995.29,Credit
356,60,Female,Single,135127,Low,Bonds,High,68,1290335,Balanced,2206,Quarterly,Bank Deposit,356,2023-12-22,3144.48,Credit
357,46,Male,Divorced,45376,Low,Stocks,High,59,347064,Conservative,3979,Annually,Stocks,357,2023-12-23,4197.82,Credit
358,64,Female,Divorced,96314,Low,Real Estate,Low,64,160594,Conservative,4079,Quarterly,Bonds,358,2023-12-24,3002.82,Credit
359,46,Female,Single,114014,High,Real Estate,Low,69,1039723,Conservative,1766,Annually,Bank Deposit,359,2023-12-25,8050.13,Credit
360,56,Male,Single,96363,Low,Stocks,Low,62,1884300,Balanced,4229,Annually,Bank Deposit,360,2023-12-26,3493.06,Credit
361,60,Male,Divorced,109740,Low,Stocks,Low,62,1875922,Aggressive,3700,Annually,Bank Deposit,361,2023-12-27,4574.38,Credit
362,23,Female,Divorced,94365,High,Bonds,High,56,368841,Conservative,3166,Quarterly,Stocks,362,2023-12-28,1606.79,Debit
363,60,Male,Married,121134,High,Mutual Funds,Medium,65,1369339,Conservative,4633,Annually,Stocks,363,2023-12-29,4441.91,Debit
364,22,Female,Divorced,59087,High,Stocks,Low,64,1653922,Aggressive,4241,Quarterly,Stocks,364,2023-12-30,6283.91,Debit
365,67,Female,Single,107956,Medium,Mutual Funds,High,58,1991366,Aggressive,3972,Quarterly,Bank Deposit,365,2023-12-31,2252.12,Debit
366,53,Female,Divorced,93015,High,Real Estate,Medium,60,1700803,Aggressive,1606,Quarterly,Stocks,366,2024-01-01,8359.84,Debit
367,62,Female,Divorced,135707,Low,Real Estate,Low,67,1115160,Balanced,4664,Annually,Real Estate,367,2024-01-02,732.99,Credit
368,24,Male,Divorced,149623,High,Bonds,High,63,1029308,Conservative,2895,Annually,Bank Deposit,368,2024-01-03,5076.7,Debit
369,41,Male,Divorced,55449,High,Real Estate,High,60,1421237,Aggressive,3991,Quarterly,Stocks,369,2024-01-04,5972.83,Credit
370,65,Male,Married,62017,High,Stocks,High,57,327706,Aggressive,3199,Monthly,Bonds,370,2024-01-05,2258.43,Debit
371,32,Female,Divorced,64559,Medium,Real Estate,High,66,1022364,Aggressive,808,Quarterly,Bank Deposit,371,2024-01-06,9705.73,Debit
372,51,Female,Divorced,100627,High,Bonds,Low,66,1330154,Balanced,2151,Monthly,Stocks,372,2024-01-07,6424.26,Credit
373,64,Male,Married,94731,High,Bonds,Low,68,1344868,Balanced,918,Monthly,Stocks,373,2024-01-08,629.74,Credit
374,42,Male,Divorced,58313,Low,Real Estate,Low,66,1418219,Balanced,1902,Monthly,Real Estate,374,2024-01-09,1606.81,Credit
375,27,Male,Divorced,47489,Medium,Bonds,Low,68,788747,Conservative,1723,Quarterly,Stocks,375,2024-01-10,3700.01,Credit
376,61,Female,Divorced,143851,High,Stocks,High,56,731322,Aggressive,3254,Annually,Bonds,376,2024-01-11,9565.24,Credit
377,46,Female,Single,109533,Medium,Bonds,Medium,59,599661,Conservative,2066,Annually,Bonds,377,2024-01-12,4561.81,Credit
378,36,Female,Single,132115,High,Real Estate,Low,67,487297,Aggressive,4565,Monthly,Bonds,378,2024-01-13,2683.85,Credit
379,63,Female,Single,132472,Medium,Bonds,Low,68,1234400,Conservative,1285,Quarterly,Bank Deposit,379,2024-01-14,3166.47,Credit
380,25,Male,Divorced,108264,High,Stocks,Medium,64,529525,Balanced,3944,Monthly,Real Estate,380,2024-01-15,1438.86,Debit
381,27,Female,Married,102836,Low,Bonds,High,63,1970560,Balanced,4788,Annually,Real Estate,381,2024-01-16,8668.32,Credit
382,47,Female,Single,93080,Low,Mutual Funds,Low,60,1488532,Conservative,2930,Quarterly,Bonds,382,2024-01-17,6579.76,Debit
383,54,Male,Divorced,92298,Low,Bonds,High,63,367123,Aggressive,2225,Annually,Stocks,383,2024-01-18,8451.09,Credit
384,38,Female,Divorced,133980,Medium,Mutual Funds,High,57,593720,Aggressive,3888,Quarterly,Bank Deposit,384,2024-01-19,3312.89,Credit
385,28,Female,Divorced,106913,Low,Stocks,Medium,58,778271,Balanced,3418,Annually,Real Estate,385,2024-01-20,6141.46,Debit
386,37,Male,Single,74633,High,Mutual Funds,Low,60,1325782,Aggressive,4389,Quarterly,Bonds,386,2024-01-21,568.08,Credit
387,39,Male,Married,101143,Medium,Bonds,Medium,62,312525,Conservative,2638,Annually,Bank Deposit,387,2024-01-22,8248.86,Credit
388,64,Female,Single,48052,Medium,Stocks,Low,55,1722102,Conservative,3856,Monthly,Stocks,388,2024-01-23,2823.44,Credit
389,21,Male,Divorced,137528,High,Stocks,Medium,57,1742400,Aggressive,970,Monthly,Bonds,389,2024-01-24,2204.87,Debit
390,32,Male,Married,117112,High,Stocks,Low,60,472125,Conservative,3449,Quarterly,Stocks,390,2024-01-25,4611.08,Debit
391,39,Female,Divorced,49153,Medium,Mutual Funds,High,64,623471,Conservative,2465,Annually,Bank Deposit,391,2024-01-26,6824.87,Credit
392,58,Female,Divorced,80307,Medium,Stocks,High,69,468584,Balanced,1993,Monthly,Bank Deposit,392,2024-01-27,6565.56,Credit
393,22,Male,Single,70023,Medium,Mutual Funds,Medium,60,1977873,Balanced,3302,Monthly,Bank Deposit,393,2024-01-28,1638.53,Credit
394,36,Male,Married,135325,High,Stocks,Medium,56,1989247,Conservative,654,Monthly,Bonds,394,2024-01-29,9504.94,Credit
395,27,Male,Married,52295,Low,Mutual Funds,Low,58,1041987,Aggressive,2251,Monthly,Stocks,395,2024-01-30,8310.65,Debit
396,47,Male,Married,128713,Medium,Mutual Funds,Low,68,1902444,Aggressive,4457,Quarterly,Stocks,396,2024-01-31,9435.29,Credit
397,33,Male,Divorced,32748,Low,Stocks,High,67,320917,Conservative,3264,Quarterly,Stocks,397,2024-02-01,1729.44,Debit
398,38,Female,Married,41318,Low,Stocks,Low,59,915709,Aggressive,3309,Annually,Real Estate,398,2024-02-02,4358.23,Credit
399,46,Female,Single,90246,Medium,Bonds,Medium,67,313359,Conservative,4027,Quarterly,Bank Deposit,399,2024-02-03,6985.63,Credit
400,42,Male,Divorced,52852,Low,Real Estate,Low,62,1691208,Balanced,3430,Annually,Stocks,400,2024-02-04,3140.96,Debit
401,34,Male,Married,109701,Low,Stocks,High,62,1928955,Aggressive,1902,Annually,Real Estate,401,2024-02-05,3762.03,Credit
402,36,Female,Divorced,32631,Medium,Mutual Funds,High,60,161571,Conservative,632,Monthly,Bank Deposit,402,2024-02-06,8560.94,Credit
